,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,Performance Guarantee follow up & Status,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,Remark,
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total price,Total PO Amount,Currency,Budget Source,Mode of Shipment,PO Transferred to BIT/LT Date,PG Requested Date,PG received Date,PG Confirmed Date,Bank/Insurance Name,PG Reference ,PG Expiry Date,Remaining Days for PG Expiry,Submit PG,Status,Satus Date,PG Receiver name,BI Officer,LC Opening Status,LC Opened Date,LC Expiry Date,LC Age (Days),Shipment Officer,Shipment Status,Order Closure,,
,6/23/2026,EPSA-NCB-G-0119-2021,4500012135,Folliumm Trading PLC,Ethiopia,Folliumm Trading PLC,Chemical povidone iodine 10%  solution of 130ml,BT,"44,418",108,"4,797,144.00","11,777,113.15",ETB,RDF,Truck,6/25/2026,,6/23/2026,6/25/2026,"Lion Insurance Company S,C",P/103/7001/2026/00010,5/24/2027,310,ENTER DATE,,,,,,,,"46,221",Yohannis,,,,
,,,,,,,Chemical methanol absolute scetone free 99.90% solution of 1L,BT,"6,317",1104.95,"6,979,969.15",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2026,EPSA-NCB-G-0119-2023,4500012137,Folliumm Trading PLC,Ethiopia,Folliumm Trading PLC,Chemical potasium hydroxide 10% solution of 1L,BT,"1,190",599,"712,810.00","712,810.00",ETB,RDF,Truck,6/25/2026,,6/23/2026,6/25/2026,"Lion Insurance Company S,C",P/103/7001/2026/00010,5/24/2027,310,ENTER DATE,,,,,,,,"46,221",Yohannis,,,,
,6/29/2026,EPSA-NCB-G-0119-2024,4500012139,Folliumm Trading PLC,Ethiopia,Folliumm Trading PLC,Chemical potasium hydroxide 10% solution of 1L,BT,"2,378",599,"1,424,422.00","1,424,422.00",ETB,RDF,Truck,6/25/2026,,6/23/2026,6/25/2026,"Lion Insurance Company S,C",P/103/7001/2026/00010,5/24/2027,310,ENTER DATE,,,,,,,,"46,221",Yohannis,,,,
,6/23/2026,EPSA-ICB-G-0074-2018-BID,4500010148,Rochy kenya,Kenya,Retina Pharmaceuticals PLC,COBAS 4800-HXV Control CE-IVD of 10 test,KIT,7,250,"1,750.00","1,750.00",USD,SDG-HIV,Air,6/25/2026,6/30/2026,7/10/2026,7/14/2026,CBE,MD2618448832,1/2/2027,168,10,,,,Mulugeta,,,,"46,221",,,,Allowed by akinaw  b/s air,
,6/23/2026,EPSA-ICB-G-0074-2018-BID,4500010144,Rochy kenya,Kenya,Retina Pharmaceuticals PLC,COBAS 5800/6800/8800 HBV.......& Other,PAC,,,0.00,"334,173.00",USD,GF-HIV,Air,6/25/2026,6/30/2026,7/10/2026,7/14/2026,CBE,MD2618467698,1/2/2027,168,10,,,,Mulugeta,,,,"46,221",,,,,
,6/23/2026,EPSA-ICB-G-0074-2018-BID,4500010146,Rochy kenya,Kenya,Retina Pharmaceuticals PLC,COBAS 5800/6800/8800 HBV.......& Other,PAC,,,0.00,"594,152.24",USD,MOH-HIV,Air,6/25/2026,6/30/2026,7/10/2026,7/14/2026,CBE,MD2618408543,1/2/2027,168,10,,,,Mulugeta,,,,"46,221",,,,,
,6/23/2026,EPSA-ICB-G-0084-2018-BID,4500011729,Jianixi hongda megdical equpment,China,Curapharma consultancy and trading plc,AV fistula needle 15G Of pair,PAA,"4,325",0.28,"1,211.00","22,420.50",USD,RDF,Sea,6/25/2026,7/9/2026,,,,,,"-46,221",9,,,,Dejene,,,,"46,221",,,,,
,,,,,,,AV fistula needle 16G Of pair,PAA,"7,225",0.28,"2,023.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AV fistula needle 17G Of pair,PAA,"2,325",0.28,651.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Blood line with recerculating bag,PAC,"13,730",1.35,"18,535.50",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/23/2026,EPSA-ICB-G-0084-2018-BID,4500011728,Jianixi hongda megdical equpment,China,Curapharma consultancy and trading plc,Polysulfonate fliter surface area 1.8m2 low flux gamma steralization,EA,"11,355",3.4,"38,607.00","52,517.00",USD,RDF,Sea,6/25/2026,7/9/2026,,,,,,"-46,221",9,,,,Dejene,,,,"46,221",,,,,
,,,,,,,Polysulfonate fliter surface area 1.6m2 low flux gamma steralization,EA,"3,700",3.3,"12,210.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Polysulfonate fliter surface area 1.0m2 low flux gamma steralization,EA,500,3.4,"1,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24/2026,EPSA-ICB-G-0012-2017-BID,4500012009,Pil pharmaceutical Ltd,India,Vinay Kumar,Amoxicillin + Clavulaic acid (200mg + 28.5mg ) 5ml Oral suspension of 100ml,BT,"349,088",0.6,"209,452.80","209,452.80",USD,RDF,Sea,6/25/2026,,,,,,,"-46,221",ENTER DATE,,,,Selamawit,,,,"46,221",,,,,
,6/24/2026,ICB/FW/EPSS6/MOH-GF/Malaria/PH/14/23,4500011763,Macleods Pharmaceutical LTD,India,Life care Pharmaceutical  Trading,Artemether +Lumefanthrine 20 mg+120 mg(6x2)tablet (dispersable) 0f 30,PAC,"22,707",11.1,"252,047.70","558,678.30",USD,SDG-MAL,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Artemether +Lumefanthrine 20 mg+120 mg(6X4) tablet  0f 30,PAC,"19,407",15.8,"306,630.60",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24/2026,EPSA-ICB-G-0014-2017-BID,4500011601,Rise Global GMBH,Germany,Ema construction and Trading PLC,Nasogastric tube sterile infant  4CH,EA,"90,353",0.04,"3,614.12","3,614.12",USD,-,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,6/24/2026,EPSA-ICB-G-0061-2017-BID,4500009434,Ida Foundation,Netherlands,Life care Pharmaceutical Trading,Etonogestrel 68mg Capsule (Subdermal Implant) with full insertion accessory kit of 20 and others,PAC,"11,171",226.9,"2,534,699.90","2,534,699.90",USD,SDG-FH,Sea,Tripartite issue,7/2/2026,,,,,,"-46,221",16,,,,,,,,"46,221",,,,,
,6/24/2026,EPSA-ICB-G-0061-2017-BID,4500009430,Ida Foundation,Netherlands,Life care Pharmaceutical Trading,Etonogestrel 68mg Capsule (Subdermal Implant) with full insertion accessory kit of 20 and others,PAC,"15,666",226.9,"3,554,615.40","3,554,615.40",USD,MOF-MH,Sea,Tripartite issue,7/2/2026,,,,,,"-46,221",16,,,,,,,,"46,221",,,,,
,6/24/2026,EPSA-ICB-G-0097-2017-BID,4500010492,Gst Corporation LTD,India,ZAF Pharmaceuticals PVT LTD, Cannula IV set 16G of 100 pecies,PAC,"4,364",4.97,"21,689.08","21,689.08",USD,SDG-MH,Sea,6/25/2026,6/25/2026,6/29/2026,7/1/2026,Awash Bank,AB/CO/1779/2026,6/25/2027,342,4,,,,Dejene,Opened,7/9/2026,10/5/2026,9,Yoseph,,,,
,6/24/2026,ICB/FW/EPSS6/MOH-GF/ARV/PH/20/23,4500011745,Macleods pharmaceuticals Ltd,India,Life Care pharmaceuticals trading,Zidovudine - 10mg/ml - Oral Solution of 100ml,BT,"25,216",2.01,"50,684.16","50,684.16",USD,GF-HIV,Sea,7/13/2026,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,6/24/2026,EPSA-ICB-G-0042-2018-BID,4500011670,Pil Pharmaceutical LTD,India,Ema construction and Trading PLC,Metformine 500mg tablet of 10x10,PAC,"257,127",0.48,"123,420.96","123,420.96",USD,RDF,Sea,6/25/2026,,,,,,,"-46,221",ENTER DATE,,,,Selamawit,,,,"46,221",,,,,
,6/24/2026,EPSA-ICB-G-0042-2018-BID,4500011842,Pil Pharmaceutical LTD,India,Ema construction and Trading PLC,Metformine 500mg tablet of 10x10,PAC,"77,138",0.48,"37,026.24","37,026.24",USD,RDF,Sea,6/25/2026,,,,,,,"-46,221",ENTER DATE,,,,Selamawit,,,,"46,221",,,,,
,6/24/2026,ICB/EPSS6//MOH-SDG/SPARE-PART/MD/05/24,4500003996,Fuji film middle east FZE,Utd arab emir,Hshary Trading plc,X-ray machine spare parts chest power supply board FDR smart FGXR685,EA,1,924,924.00,"12,762.50",USD,SDG-ME,Air,6/25/2026,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,Signed by akinaw b/s air ship,
,,,,,,,X-ray machine spare parts  cassette cable FGXR-685,EA,1,1765.5,"1,765.50",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,X-ray machine spare parts  detector cable PBT4,EA,1,1765.5,"1,765.50",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,X-ray machine spare parts control pannel R-109,EA,1,8307.5,"8,307.50",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24/2026,EPSA-ICB-G-0014-2017-BID,4500011600,Gst Corporation Ltd,New Delhi India,ZAF Pharmaceuiticals pvt ltd C.o,Nasogastric tube sterile infant  4CH,EA,"135,529",0.04,"5,421.16","5,421.16",USD,RDF,Sea,,,,,,,,"-46,221",ENTER DATE,,,,Dejene,,,,"46,221",,,,,
,6/24/2026,ICB/EPSS6/SDG &RDF/MD/19/24,4500008899,Rey International FZC,Utd Arab Emir,Delta Instrument Technology PLC,Haemoglobinometer,EA,50,208.33,"10,416.50","10,416.50",USD,SDG-ME,Air,Tripartite issue (have Budget),,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,Signed by akinaw b/s air ship,
,6/24/2026,EPSA-NCB-G-0026-2018-BID,4500011843,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,Metformine -500mg tablet of 10x10,PAC,"37,378",158,"5,905,724.00","5,905,724.00",ETB,RDF,Truck,6/25/2026,,6/24/2026,6/25/2026,Oromia Insurance S.C,P/11/1702/25-26/1/00083,6/24/2027,341,ENTER DATE,,,,,,,,"46,221",Eyob,,,,
,6/29/2026,EPSA-NCB-G-0133-2018-BID,4500011772,M/S Hilina Enriched food PLC,Ethiopia,M/S Hilina Enriched food PLC,RUTF 92g sachet pastes pack of 150,PAC,"100,000",8857.94,"885,794,000.00","885,794,000.00",ETB,MOF-NUT,Truck,6/30/2026,,6/24/2026,6/27/2026,Zemen Bank,ZB/CB/GUR/042/26,12/13/2027,513,ENTER DATE,,,,,,,,"46,221",,,,,
,6/25/2026,EPSA-ICB-G-0016-2018-BID,4500010406,BostonMedical FZE),Utd Arab Emir,Infinity Advanced Technology Solution PLC,"Anesthesia machine spare part -APL valv (ASSY-WXC,UPSIDE APL Assembly spar part make)9100c",EA,4,545.96,"2,183.84","4,746.62",USD,SDG-ME,Air,Tripartite,,6/24/2026,6/26/2026,Lion International Bank S.C,LIB/LG/0101/01/26,1/17/2027,183,ENTER DATE,,,,,,,,"46,221",,,,Signed by akinaw b/s air ship,
,,,,,,,Anesthesia machine spare part galvanic oxygene sensor 9100c NXT,EA,5,127.22,636.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Anesthesia machine spare part galvanic oxygene sensor 9100c NXT,EA,7,127.22,890.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Anesthesia machine spare part (ASS-WXC,sensor differential peresure and ASSY-WXC ELBOW CONN 1/8 3.2MM ID CPC PN PM C2302) 9100C",EA,7,148.02,"1,036.14",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4500011769,Laurus Labs Limited,,,,,,,0.00,0.00,,,,,,6/25/2026,6/26/2026,Bunna Bank,2026PB.0028,6/30/2027,347,ENTER DATE,,,,,,,,"46,221",,,,,
,6/26/2026,EPSA-NCB-G-0101-2018-BID,4500012152,Axial Importer and manufacturing,Ethiopia,Axial Importer and manufacturing,Bed petient fowler adult,EA,372,75000,"27,900,000.00","27,900,000.00",ETB,RDF,Truck,6/30/2026,,6/26/2026,6/29/2026,Addis Bank S.C,AdB/EALD/284/2018,6/12/2027,329,ENTER DATE,,,,,,,,"46,221",,,,,
,6/26/2026,EPSA-NCB-G-0101-2018-BID,4500012150,Axial Importer and manufacturing,Ethiopia,Axial Importer and manufacturing,Bed petient fowler adult,EA,144,75000,"10,800,000.00","10,800,000.00",ETB,MOH-ME,Truck,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,6/26/2026,EPSA-ICB-G-0109-2017-BID,4500011681,Syngenta crop  protection,Switherland,Abyssinia agro vet Import and distributer,Pirimiphos-methyle 300g/L of 833 ml capsule suspension(CS) of 12 bottle,PAC,"12,672",199.08,"2,522,741.76","2,522,741.76",USD,MOH-MAL,Sea,,6/29/2026,,,,,,"-46,221",19,,,,,,,,"46,221",,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500011286,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Acetic acid glacial(99.58%-99.9%) of 500ml,BT,83,828,"68,724.00","134,924.00",ETB,GF-NFM2,Truck,7/1/2026,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Denatured alcohol solution spray bottle 500ml,BT,60,395,"23,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Bleached (10 times dilution of 5%-0.5% NAHOCL) of 500ml,BT,100,425,"42,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500012129,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Chemical povidone iodine 10% solution of 130ml,BT,"29,613",108,"3,198,204.00","6,481,029.00",ETB,RDF,Truck,7/1/2026,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Chemical glycerine pure 98% of 1L,BT,"3,885",845,"3,282,825.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500011957,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Chemical potasium hydroxide 10% solution of 1L,BT,"1,585",599,"949,415.00","11,419,921.20",ETB,RDF,Truck,7/1/2026,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,7/18/2026,,,,,
,,,,,,,Chemical methanol absolut acetone free 99.90% solution of 1L,BT,"9,476",1104.95,"10,470,506.20",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500011902,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Denatured alcohol solution spray bottle 500ml,BT,685,395,"270,575.00","288,425.00",ETB,MOH-HIV,Truck,,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,7/18/2026,,,,,
,,,,,,,Bleached (10 times dilution of 5%-0.5% NAHOCL) of 500ml,BT,42,425,"17,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500012130,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Chemical povidone iodine 10% solution of 130ml,BT,"29,613",108,"3,198,204.00","17,425,437.25",ETB,RDF,Truck,7/1/2026,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Chemical glycerine pure 98% of 1L,BT,"3,885",845,"3,282,825.00",,,,,,,,,,,,"-46,221",,,,,,,,,,,,,,
,,,,,,,Chemical potasium hydroxide 10% solution of 1L,BT,793,599,"475,007.00",,,,,,,,,,,,"-46,221",,,,,,,,,,,,,,
,,,,,,,Chemical methanol absolut acetone free 99.90% solution of 1L,BT,"9,475",1104.95,"10,469,401.25",,,,,,,,,,,,"-46,221",,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500011295,Afrovision Pharmaceuticals,Ethiopia,Berlinger Special Ag,Acetic acid glacial(99.58%-99.9%) of 500ml,BT,687,828,"568,836.00","857,261.00",ETB,MOH-NCD,Truck,,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,343,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Denatured alcohol solution spray bottle 500ml,BT,685,395,"270,575.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Bleached (10 times dilution of 5%-0.5% NAHOCL) of 500ml,BT,42,425,"17,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2026,EPSA-NCB-G-0119-2018-BID,4500011308,Afrovision Pharmaceuticals,Ethiopia,Afrovision Pharmaceuticals,Chemical povidone iodine 10% solution of 130ml,BT,"30,404",108,"3,283,632.00","3,283,632.00",ETB,SDG-MH,Truck,,,6/29/2026,6/30/2026,Lucy Insurance,Lucy/LCM/PRB/041391/26,6/26/2027,,ENTER DATE,,,,,,,,"46,221",,,,,
,6/29/2026,EPSA-ICB-G-0134-2018-BID,4500011685,Leben laboratories,India,DAT International Trading PLC,Albendazole 400mg tablet of 10x10,PAC,"439,577",1.79,"786,842.83","786,842.83",USD,MOF-NUT,Sea,6/30/2026,6/30/2026,7/10/2026,7/11/2026,Ahadu bank,AHB-IPER26031,1/5/2027,171,10,,,,Mulugeta,,,,"46,221",,,,,
,6/30/2026,ICB/EPSA6/MOH/GF/NFMIII/ARV/OI/PH/20/23,4500011741,Mylan Laboratory Ltd,India,ZE-EL Trading private limited company,ATRI Atazanavir (ATV)+ Ritonavir (RTV) (300MG+100MG) Tablet of 30,PAC,"71,996",8.22,"591,807.12","591,807.12",USD,GF-HIV,Sea,7/13/2026,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,6/30/2026,ICB/FW/EPSA6/MOH-GF/ARV/PH/01/23,4500011751,Mylan Laboratories,India,ZE-EL Trading private limited company,Lamuvudine (3TC) +Dolutugravir(DTG) +Tenofovir (TDF) (300MG+50MG+300MG)Tablet of 90,PAC,"144,369",8.4,"1,212,699.60","1,212,699.60",USD,GF-HIV,Sea,7/13/2026,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-NCB-G-0122-2018-BID,4500010939,Life care pharmaceutical tradiing,Ethiopia,Life care pharmaceutical tradiing,Biohazard bags disposable 37x48cm of 100 bags,PAC,108,5179.01,"559,333.08","559,333.08",ETB,GF-HIV,Truck,7/1/2026,,6/29/2026,6/30/2026,Tsehay Insurance S.C,TISC/TLB/PRB/060124/05-26,5/29/2027,315,ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-NCB-G-0122-2018-BID,4500010938,Life care pharmaceutical tradiing,Ethiopia,Life care pharmaceutical tradiing,Sharp container paper bord 5L Yellow of 25 pcs,PAC,"12,892",2150,"27,717,800.00","43,632,897.73",ETB,MOH-HIV,Truck,7/1/2026,,6/29/2026,6/30/2026,Tsehay Insurance S.C,TISC/TLB/PRB/060124/05-26,5/29/2027,315,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Biohazard bags disposable 37x48cm of 100 bags,PAC,"3,073",5179.01,"15,915,097.73",,,,,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-ICB-G-0152-2018-BID,4500011420,Hexagone Nutrition,China,Riyo pharma,RUTF 92g sachet paste pack of 150,PAC,"68,269",45.98,"3,139,008.62","3,139,008.62",USD,MOF-NUT,Sea,,7/2/2026,,,,,,"-46,221",16,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-ICB-G-0152-2018-BID,4500011421,Hexagone Nutrition,China,Riyo pharma,RUTF 92g sachet paste pack of 150,PAC,"8,268",45.98,"380,162.64","380,162.64",USD,MOH-TB,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-ICB-G-0152-2018-BID,4500011423,Hexagone Nutrition,China,Riyo pharma,RUSF 100g sachet paste pack of 150,PAC,"14,197",46.45,"659,450.65","659,450.65",USD,SDG-HIV,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-ICB-G-0152-2018-BID,4500011425,Hexagone Nutrition,China,Riyo pharma,RUSF 100g sachet paste pack of 150,PAC,"13,076",46.45,"607,380.20","607,380.20",USD,MOH-TB,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/1/2026,EPSA-ICB-G-0152-2018-BID,4500011418,Hexagone Nutrition,China,Riyo pharma,RUTF 92g sachet paste pack of 150,PAC,"16,045",45.98,"737,749.10","737,749.10",USD,SDG-HIV,Sea,,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,,,4500011747,Hetro Labs Limited,,,,,,,0.00,0.00,,,,,,7/2/2026,7/2/2026,CBE,MD2616980177,6/30/2027,347,ENTER DATE,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011436,Tenama International,UAE,Life care Pharmaceutical Trading ,RUTF 92g sachet paste pack of 150,PAC,"8,641",45.98,"397,313.18","397,313.18",USD,MOH-HIV,Sea,7/14/2026,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011440,Tenama International,UAE,Life care Pharmaceutical Trading ,RUTF 92g sachet paste pack of 150,PAC,"102,403",45.98,"4,708,489.94","4,708,489.94",USD,MOF-NUT,Sea,7/14/2026,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011438,Tenama International,UAE,Life care Pharmaceutical Trading ,RUTF 92g sachet paste pack of 150,PAC,"80,374",45.98,"3,695,596.52","3,695,596.52",USD,SDG-NUT,Sea,Tripartite,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011434,Tenama International,UAE,Life care Pharmaceutical Trading ,RUTF 92g sachet paste pack of 150,PAC,"24,068",45.98,"1,106,646.64","1,106,646.64",USD,SDG-HIV,Sea,Tripartite,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011433,Tenama International,UAE,Life care Pharmaceutical Trading ,RUSF 100g sachet paste pack of 150,PAC,"5,092",46.45,"236,523.40","236,523.40",USD,MOH-HIV,Sea,7/14/2026,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-ICB-G-0152-2018-BID,4500011427,Tenama International,UAE,Life care Pharmaceutical Trading ,RUSF 100g sachet paste pack of 150,PAC,"9,465",46.45,"439,649.25","439,649.25",USD,SDG-HIV,Sea,Tripartite,7/14/2026,,,,,,"-46,221",4,,,,,,,,"46,221",,,,,
,7/3/2026,ICB/EPSS6/SDG and RDF/MD/19/24,4500012302,Medoglobal Group FZC,UAE,Aanaa BA Trading PLC,Sterilizer steam 80L,EA,100,23880,"2,388,000.00","2,388,000.00",USD,RDF,Sea,Tripartite,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-NCB-G-0153-2018-BID,4500011969,sanaheng Pharmaceutical  PLC,Ethiopia,sanaheng Pharmaceutical  PLC,Normal saline 0.009 IV infision with giving set of 1000ml,BAG,"4,255,280",180,"765,950,400.00","765,950,400.00",ETB,SDG-MH,Truck,,,7/3/2026,7/4/2026,Nib Insurance Company S.Co,P/021/59/02/2026/07/000366,7/2/2027,349,ENTER DATE,,,,,,,,"46,221",,,,,
,7/3/2026,EPSA-NCB-G-0081-2018-BID,4500010127,Life Cre Pharmceuticals trading,Ethiopia,Life Cre Pharmceuticals trading,Sample collection tube round bottom gradguates screw top 50ml of 50,PAC,"6,870",558.61,"3,837,650.70","3,837,650.70",ETB,GF-HIV,Truck,6/30/2027,,7/3/2026,7/6/2026,Awash Bank,AB/IFB/CRM&OP/1621/26,7/2/2027,349,ENTER DATE,,,,,,,,"46,221",,,,,
,7/6/2026,EPSS6/RT2/RDF-R/PLACMENT /LR/20/18,4500011203,High Technology Inc,USA,Labtrace, Micro CC 20 Plus-Lyse of 1 L,BT,321,151,"48,471.00","118,677.58",USD,RDF,Sea,7/6/2026,,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,, Micro CC 20 Plus Diluent of 20 L,JAR,369,90,"33,210.00",,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,, Micro CC-20 Plus Cleaner of 1 L,BT,589,47.22,"27,812.58",,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,," Micro CC 20 Plus -Enzymatic Cleaner 
Concentrate of 50 ml",BT,224,41,"9,184.00",,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,7/6/2026,EPSA-NCB-G-0119-2018-BID,4500012044,Bahita Hailu G/yohanise / Lemamat Trading and Insustry ,Ethiopia,Bahita Hailu G/yohanise / Lemamat Trading and Insustry ,Glove examination latex non powderd medium of 100 pieces,PAC,"765,296",898,"687,235,808.00","687,235,808.00",ETB,RDF,Truck,7/8/2026,,7/6/2026,7/7/2026,Hibret Insurance,GU/07/7512/2026/00006,7/3/2027,350,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,"-46,221",,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,"-46,221",,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,"-46,221",,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,"-46,221",,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,"-46,221",,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,"46,221",,,,,
